fight_id,event_date,weight_class,outcome,fighter_a_name,fighter_b_name,fighter_a_age,fighter_a_height,fighter_a_reach,fighter_a_weight,fighter_a_control_time_per_fight,fighter_b_age,fighter_b_height,fighter_b_reach,fighter_b_weight,fighter_b_control_time_per_fight,fighter_a_reversals,fighter_a_round1_control_time,fighter_a_round1_reversals,fighter_a_round1_sig_strikes_landed,fighter_a_round1_sig_strikes_attempted,fighter_a_head_strikes_landed,fighter_a_head_strikes_attempted,fighter_a_body_strikes_landed,fighter_a_body_strikes_attempted,fighter_a_leg_strikes_landed,fighter_a_leg_strikes_attempted,fighter_a_distance_strikes_landed,fighter_a_distance_strikes_attempted,fighter_a_clinch_strikes_landed,fighter_a_clinch_strikes_attempted,fighter_a_ground_strikes_landed,fighter_a_ground_strikes_attempted,fighter_b_reversals,fighter_b_round1_control_time,fighter_b_round1_reversals,fighter_b_round1_sig_strikes_landed,fighter_b_round1_sig_strikes_attempted,fighter_b_head_strikes_landed,fighter_b_head_strikes_attempted,fighter_b_body_strikes_landed,fighter_b_body_strikes_attempted,fighter_b_leg_strikes_landed,fighter_b_leg_strikes_attempted,fighter_b_distance_strikes_landed,fighter_b_distance_strikes_attempted,fighter_b_clinch_strikes_landed,fighter_b_clinch_strikes_attempted,fighter_b_ground_strikes_landed,fighter_b_ground_strikes_attempted,fighter_a_sig_strikes_landed,fighter_a_sig_strikes_attempted,fighter_a_takedowns_landed,fighter_a_takedowns_attempted,fighter_a_control_time,fighter_a_knockdowns,fighter_a_submission_attempts,fighter_a_fight_minutes,fighter_b_sig_strikes_landed,fighter_b_sig_strikes_attempted,fighter_b_takedowns_landed,fighter_b_takedowns_attempted,fighter_b_control_time,fighter_b_knockdowns,fighter_b_submission_attempts,fighter_b_fight_minutes,reach_diff,age_diff,method,A_open_odds,B_open_odds,A_open_prob,B_open_prob,opening_odds_diff,implied_prob_A
c634ed84212723ca,"November 06, 2021",Bantamweight,0,Frankie Edgar,Marlon Vera,44.2,66.0,68.0,135.0,19.156626506024097,33.0,68.0,70.0,135.0,0.072289156626506,0.0,186.0,0.0,35.0,45.0,59.0,113.0,25.0,32.0,10.0,10.0,69.0,125.0,0.0,1.0,25.0,29.0,0.0,0.0,0.0,18.0,35.0,60.0,130.0,22.0,26.0,6.0,8.0,75.0,140.0,1.0,1.0,12.0,23.0,94.0,155.0,3.0,9.0,265.0,0.0,0.0,13.833333333333334,88.0,164.0,0.0,0.0,1.0,1.0,1.0,13.833333333333334,-2.0,11.200000000000005,KO/TKO,170.0,-200.0,0.3703703703703703,0.6666666666666666,-0.2962962962962963,0.3703703703703703
a260238fdb9c47cf,"November 06, 2021",Featherweight,1,Shane Burgos,Billy Quarantillo,34.8,71.0,75.0,145.0,9.733333333333333,37.0,70.0,70.0,145.0,8.6,0.0,51.0,0.0,54.0,81.0,133.0,219.0,32.0,37.0,28.0,32.0,162.0,252.0,30.0,35.0,1.0,1.0,0.0,19.0,0.0,63.0,131.0,129.0,301.0,28.0,39.0,7.0,9.0,145.0,322.0,19.0,27.0,0.0,0.0,193.0,288.0,0.0,0.0,146.0,0.0,0.0,15.0,164.0,349.0,0.0,14.0,129.0,0.0,0.0,15.0,5.0,-2.200000000000003,Decision - Unanimous,-170.0,145.0,0.6296296296296297,0.4081632653061224,0.2214663643235072,0.6296296296296297
999a0fad4c82148d,"November 06, 2021",Lightweight,1,Justin Gaethje,Michael Chandler,37.1,71.0,70.0,155.0,6.466666666666667,39.7,68.0,71.0,155.0,0.2,0.0,0.0,0.0,40.0,77.0,83.0,143.0,7.0,12.0,26.0,28.0,102.0,164.0,5.0,5.0,9.0,14.0,0.0,3.0,0.0,49.0,99.0,64.0,199.0,28.0,35.0,11.0,11.0,99.0,241.0,4.0,4.0,0.0,0.0,116.0,183.0,0.0,0.0,97.0,1.0,0.0,15.0,103.0,245.0,1.0,6.0,3.0,0.0,0.0,15.0,-1.0,-2.6000000000000014,Decision - Unanimous,-140.0,120.0,0.5833333333333334,0.4545454545454545,0.1287878787878788,0.5833333333333334
385101e8ad828c39,"November 06, 2021",Middleweight,1,Alex Pereira,Andreas Michailidis,38.5,76.0,79.0,205.0,0.7547169811320755,37.4,72.0,76.0,170.0,45.09433962264151,0.0,0.0,0.0,9.0,14.0,4.0,10.0,5.0,6.0,2.0,2.0,4.0,9.0,6.0,7.0,1.0,2.0,0.0,239.0,0.0,3.0,10.0,3.0,6.0,0.0,2.0,0.0,3.0,0.0,5.0,2.0,5.0,1.0,1.0,11.0,18.0,0.0,0.0,4.0,1.0,0.0,5.3,3.0,11.0,2.0,7.0,239.0,0.0,0.0,5.3,3.0,1.1000000000000014,KO/TKO,-150.0,130.0,0.6,0.4347826086956521,0.1652173913043478,0.6
d69e3677060af4c7,"November 06, 2021",Lightweight,0,Al Iaquinta,King Green,38.6,70.0,70.0,155.0,0.0,39.3,70.0,71.0,155.0,6.206896551724138,0.0,0.0,0.0,10.0,30.0,5.0,21.0,3.0,6.0,2.0,3.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,28.0,40.0,23.0,35.0,2.0,2.0,3.0,3.0,16.0,26.0,0.0,0.0,12.0,14.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,2.4166666666666665,28.0,40.0,0.0,0.0,15.0,1.0,0.0,2.4166666666666665,-1.0,-0.6999999999999957,KO/TKO,110.0,,0.4761904761904761,,,
fa3b28ff3585b4a0,"November 06, 2021",Middleweight,0,Phil Hawes,Chris Curtis,36.9,72.0,77.0,185.0,0.0,38.4,70.0,75.0,170.0,0.6741573033707865,0.0,0.0,0.0,48.0,90.0,24.0,63.0,15.0,18.0,9.0,9.0,46.0,85.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,21.0,36.0,15.0,27.0,5.0,8.0,1.0,1.0,18.0,33.0,2.0,2.0,1.0,1.0,48.0,90.0,0.0,3.0,0.0,0.0,0.0,4.45,21.0,36.0,0.0,0.0,3.0,1.0,0.0,4.45,2.0,-1.5,KO/TKO,,275.0,,0.2666666666666666,,
095a351dd6f09f7e,"November 06, 2021",Middleweight,0,Edmen Shahbazyan,Nassourdine Imavov,28.1,74.0,75.0,185.0,15.608108108108109,29.8,75.0,75.0,185.0,23.91891891891892,0.0,103.0,0.0,17.0,24.0,10.0,19.0,4.0,8.0,8.0,8.0,19.0,31.0,2.0,3.0,1.0,1.0,0.0,39.0,0.0,18.0,31.0,34.0,54.0,4.0,5.0,4.0,4.0,16.0,33.0,5.0,6.0,21.0,24.0,22.0,35.0,1.0,5.0,154.0,0.0,0.0,9.866666666666667,42.0,63.0,0.0,1.0,236.0,0.0,4.0,9.866666666666667,0.0,-1.6999999999999993,KO/TKO,-150.0,130.0,0.6,0.4347826086956521,0.1652173913043478,0.6
733dcfec0cc9b439,"November 06, 2021",Welterweight,1,Ian Machado Garry,Jordan Williams,28.1,75.0,74.0,170.0,7.424749163879598,35.2,73.0,75.0,185.0,9.4314381270903,0.0,37.0,0.0,18.0,28.0,11.0,21.0,5.0,5.0,2.0,2.0,14.0,22.0,4.0,6.0,0.0,0.0,0.0,47.0,0.0,22.0,50.0,16.0,44.0,3.0,3.0,3.0,3.0,20.0,48.0,2.0,2.0,0.0,0.0,18.0,28.0,0.0,0.0,37.0,1.0,0.0,4.983333333333333,22.0,50.0,0.0,1.0,47.0,0.0,0.0,4.983333333333333,-1.0,-7.100000000000001,KO/TKO,,235.0,,0.2985074626865671,,
e25875165648162b,"November 06, 2021",Heavyweight,0,Gian Villante,Chris Barnett,40.3,75.0,76.0,230.0,1.0835214446952597,39.5,69.0,75.0,261.0,1.6252821670428892,0.0,8.0,0.0,22.0,40.0,6.0,24.0,21.0,23.0,3.0,4.0,28.0,49.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,13.0,41.0,4.0,5.0,21.0,24.0,28.0,52.0,1.0,1.0,9.0,17.0,30.0,51.0,0.0,0.0,8.0,0.0,0.0,7.383333333333334,38.0,70.0,0.0,0.0,12.0,1.0,0.0,7.383333333333334,1.0,0.7999999999999972,KO/TKO,-150.0,130.0,0.6,0.4347826086956521,0.1652173913043478,0.6
88cc78d2d5d6bcaa,"November 06, 2021",Light Heavyweight,1,Dustin Jacoby,John Allan,37.7,75.0,76.0,205.0,0.0,32.8,73.0,75.0,205.0,0.0,0.0,0.0,0.0,48.0,105.0,110.0,270.0,21.0,28.0,22.0,23.0,152.0,319.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,56.0,43.0,149.0,11.0,14.0,23.0,26.0,76.0,184.0,1.0,5.0,0.0,0.0,153.0,321.0,0.0,0.0,0.0,0.0,0.0,15.0,77.0,189.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.900000000000006,Decision - Unanimous,-250.0,210.0,0.7142857142857143,0.3225806451612903,0.391705069124424,0.7142857142857143
73d541adc2909dc8,"November 06, 2021",Featherweight,1,Melsik Baghdasaryan,Bruno Souza,33.9,69.0,70.0,145.0,0.6666666666666666,29.8,70.0,70.0,145.0,3.0,0.0,5.0,0.0,21.0,36.0,26.0,63.0,25.0,32.0,24.0,29.0,68.0,117.0,7.0,7.0,0.0,0.0,0.0,40.0,0.0,11.0,24.0,27.0,70.0,13.0,24.0,6.0,9.0,41.0,96.0,5.0,7.0,0.0,0.0,75.0,124.0,0.0,0.0,10.0,0.0,0.0,15.0,46.0,103.0,0.0,4.0,45.0,0.0,0.0,15.0,0.0,4.099999999999998,Decision - Unanimous,-185.0,160.0,0.6491228070175439,0.3846153846153846,0.2645074224021592,0.6491228070175439
8081cb92f71401c6,"November 06, 2021",Flyweight,0,CJ Vergara,Ode Osbourne,34.5,66.0,68.0,125.0,10.733333333333333,33.9,67.0,73.0,125.0,1.7333333333333334,0.0,1.0,0.0,24.0,52.0,35.0,99.0,51.0,59.0,7.0,7.0,68.0,129.0,16.0,22.0,9.0,14.0,0.0,8.0,0.0,34.0,75.0,61.0,168.0,15.0,23.0,3.0,3.0,77.0,191.0,2.0,3.0,0.0,0.0,93.0,165.0,0.0,0.0,161.0,0.0,0.0,15.0,79.0,194.0,1.0,7.0,26.0,0.0,0.0,15.0,-5.0,0.6000000000000014,Decision - Unanimous,,,,,,
919fb76d2f3e5827,"October 30, 2021",Light Heavyweight,0,Jan Blachowicz,Glover Teixeira,42.8,74.0,78.0,205.0,1.867219917012448,46.1,74.0,76.0,205.0,39.46058091286307,0.0,0.0,0.0,6.0,8.0,20.0,37.0,6.0,6.0,2.0,2.0,26.0,43.0,1.0,1.0,1.0,1.0,0.0,269.0,0.0,10.0,15.0,17.0,33.0,6.0,6.0,0.0,0.0,11.0,25.0,0.0,0.0,12.0,14.0,28.0,45.0,0.0,0.0,15.0,0.0,0.0,8.033333333333333,23.0,39.0,2.0,6.0,317.0,0.0,2.0,8.033333333333333,2.0,-3.3000000000000043,Submission,-190.0,165.0,0.6551724137931034,0.3773584905660377,0.2778139232270656,0.6551724137931034
18edff5447989b3f,"October 30, 2021",Bantamweight,1,Petr Yan,Cory Sandhagen,32.8,67.0,67.0,135.0,2.76,33.7,71.0,70.0,135.0,0.8,1.0,0.0,0.0,19.0,37.0,100.0,217.0,27.0,29.0,22.0,24.0,135.0,252.0,7.0,9.0,7.0,9.0,1.0,10.0,0.0,37.0,85.0,118.0,389.0,28.0,32.0,23.0,24.0,168.0,443.0,1.0,2.0,0.0,0.0,149.0,270.0,0.0,2.0,69.0,1.0,1.0,25.0,169.0,445.0,1.0,6.0,20.0,0.0,0.0,25.0,-3.0,-0.9000000000000057,Decision - Unanimous,-300.0,250.0,0.75,0.2857142857142857,0.4642857142857143,0.75
5ad4c0eae7512878,"October 30, 2021",Lightweight,1,Islam Makhachev,Dan Hooker,34.1,70.0,70.0,170.0,44.689655172413794,35.8,72.0,75.0,155.0,0.0,0.0,108.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,1.0,10.0,0.0,0.0,3.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,108.0,0.0,2.0,2.4166666666666665,4.0,13.0,0.0,0.0,0.0,0.0,0.0,2.4166666666666665,-5.0,-1.6999999999999955,Submission,-300.0,,0.75,,,
13e3e41e0c6f4e04,"October 30, 2021",Heavyweight,1,Alexander Volkov,Marcin Tybura,37.1,79.0,80.0,261.0,8.0,40.1,75.0,78.0,246.0,8.066666666666666,0.0,98.0,0.0,20.0,38.0,53.0,117.0,18.0,18.0,4.0,4.0,54.0,114.0,18.0,22.0,3.0,3.0,0.0,25.0,0.0,9.0,35.0,39.0,117.0,15.0,17.0,4.0,5.0,47.0,121.0,11.0,18.0,0.0,0.0,75.0,139.0,0.0,0.0,120.0,0.0,0.0,15.0,58.0,139.0,0.0,16.0,121.0,0.0,0.0,15.0,2.0,-3.0,Decision - Unanimous,-210.0,180.0,0.6774193548387096,0.3571428571428571,0.3202764976958525,0.6774193548387096
987cdcbc809e210d,"October 30, 2021",Welterweight,0,Li Jingliang,Khamzat Chimaev,37.7,72.0,71.0,170.0,0.0,31.6,74.0,75.0,185.0,55.40816326530612,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2666666666666666,25.0,25.0,1.0,2.0,181.0,0.0,3.0,3.2666666666666666,-4.0,6.100000000000001,Submission,,-260.0,,0.7222222222222222,,
58b19ba734fe93a3,"October 30, 2021",Light Heavyweight,1,Magomed Ankalaev,Volkan Oezdemir,33.5,75.0,75.0,205.0,7.0,36.2,74.0,75.0,205.0,0.0,0.0,45.0,0.0,27.0,41.0,43.0,82.0,20.0,23.0,3.0,3.0,59.0,100.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,16.0,36.0,23.0,67.0,3.0,12.0,22.0,23.0,41.0,92.0,7.0,10.0,0.0,0.0,66.0,108.0,1.0,4.0,105.0,1.0,0.0,15.0,48.0,102.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,-2.700000000000003,Decision - Unanimous,-290.0,235.0,0.7435897435897436,0.2985074626865671,0.4450822809031765,0.7435897435897436
d84968d7e9fcb4f3,"October 30, 2021",Women's Strawweight,1,Amanda Ribas,Virna Jandiroba,32.3,64.0,66.0,115.0,2.8666666666666667,37.6,63.0,64.0,115.0,12.4,0.0,5.0,0.0,8.0,18.0,59.0,194.0,15.0,24.0,14.0,15.0,84.0,227.0,4.0,6.0,0.0,0.0,0.0,186.0,0.0,12.0,23.0,46.0,141.0,4.0,14.0,0.0,0.0,46.0,148.0,1.0,4.0,3.0,3.0,88.0,233.0,1.0,5.0,43.0,0.0,1.0,15.0,50.0,155.0,1.0,8.0,186.0,1.0,0.0,15.0,2.0,-5.300000000000004,Decision - Unanimous,-120.0,-110.0,0.5454545454545454,0.5238095238095238,0.0216450216450215,0.5454545454545454
41cdfea7df63003f,"October 30, 2021",Featherweight,0,Ricardo Ramos,Zubaira Tukhugov,30.4,69.0,72.0,145.0,0.0,34.9,68.0,68.0,155.0,3.6666666666666665,0.0,0.0,0.0,15.0,66.0,49.0,187.0,10.0,19.0,9.0,18.0,67.0,223.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,43.0,73.0,174.0,2.0,5.0,2.0,2.0,77.0,181.0,0.0,0.0,0.0,0.0,68.0,224.0,0.0,0.0,0.0,0.0,0.0,15.0,77.0,181.0,2.0,7.0,55.0,0.0,0.0,15.0,4.0,-4.5,Decision - Unanimous,,-110.0,,0.5238095238095238,,
768c86e307295944,"October 30, 2021",Middleweight,1,Albert Duraev,Roman Kopylov,37.0,71.0,75.0,185.0,22.2,33.6,72.0,75.0,185.0,1.6666666666666667,0.0,0.0,0.0,25.0,54.0,54.0,118.0,6.0,8.0,11.0,14.0,41.0,92.0,0.0,0.0,30.0,48.0,0.0,0.0,0.0,12.0,45.0,30.0,76.0,7.0,12.0,5.0,5.0,35.0,81.0,2.0,4.0,5.0,8.0,71.0,140.0,1.0,9.0,333.0,0.0,1.0,15.0,42.0,93.0,1.0,2.0,25.0,1.0,0.0,15.0,0.0,3.3999999999999986,Decision - Unanimous,-180.0,155.0,0.6428571428571429,0.392156862745098,0.2507002801120448,0.6428571428571429
efc6af0151f72b87,"October 30, 2021",Welterweight,1,Elizeu Zaleski dos Santos,Benoit Saint Denis,39.0,71.0,73.0,170.0,8.0,30.0,71.0,73.0,155.0,7.666666666666667,0.0,18.0,0.0,30.0,53.0,96.0,200.0,37.0,42.0,16.0,17.0,112.0,207.0,32.0,47.0,5.0,5.0,0.0,58.0,0.0,19.0,45.0,40.0,114.0,20.0,27.0,7.0,7.0,64.0,140.0,3.0,7.0,0.0,1.0,149.0,259.0,0.0,4.0,120.0,0.0,0.0,15.0,67.0,148.0,2.0,14.0,115.0,0.0,0.0,15.0,0.0,9.0,Decision - Unanimous,-225.0,,0.6923076923076923,,,
92c49cb075f612d7,"October 30, 2021",Light Heavyweight,0,Shamil Gamzatov,Michal Oleksiejczuk,35.4,74.0,76.0,205.0,0.0,30.8,72.0,74.0,185.0,0.8530805687203792,0.0,0.0,0.0,35.0,67.0,16.0,45.0,13.0,16.0,6.0,6.0,34.0,65.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,32.0,55.0,27.0,48.0,5.0,7.0,0.0,0.0,29.0,48.0,0.0,0.0,3.0,7.0,35.0,67.0,0.0,2.0,0.0,0.0,0.0,3.5166666666666666,32.0,55.0,0.0,0.0,3.0,1.0,0.0,3.5166666666666666,2.0,4.599999999999998,KO/TKO,-150.0,,0.6,,,
156f2425a937b22f,"October 30, 2021",Featherweight,0,Makwan Amirkhani,Lerone Murphy,37.1,70.0,72.0,145.0,46.81528662420382,34.4,69.0,73.0,145.0,2.1019108280254777,0.0,245.0,0.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,4.0,6.0,5.0,7.0,245.0,0.0,0.0,5.233333333333333,4.0,5.0,0.0,0.0,11.0,1.0,0.0,5.233333333333333,-1.0,2.700000000000003,KO/TKO,250.0,-300.0,0.2857142857142857,0.75,-0.4642857142857143,0.2857142857142857
4a5e5232346993c7,"October 30, 2021",Middleweight,0,Hu Yaozong,Andre Petroski,30.7,75.0,72.0,185.0,0.8803611738148984,34.5,72.0,73.0,185.0,39.2099322799097,0.0,5.0,0.0,18.0,48.0,17.0,57.0,6.0,6.0,2.0,2.0,24.0,64.0,1.0,1.0,0.0,0.0,1.0,93.0,0.0,34.0,56.0,60.0,88.0,10.0,12.0,2.0,2.0,42.0,67.0,0.0,0.0,30.0,35.0,25.0,65.0,0.0,0.0,13.0,0.0,0.0,14.766666666666667,72.0,102.0,4.0,8.0,579.0,0.0,6.0,14.766666666666667,-1.0,-3.8000000000000007,Submission,-110.0,,0.5238095238095238,,,
6163c18411aca830,"October 30, 2021",Flyweight,1,Tagir Ulanbekov,Allan Nascimento,34.4,67.0,70.0,125.0,48.266666666666666,34.3,68.0,69.0,125.0,1.0666666666666669,1.0,189.0,1.0,5.0,18.0,16.0,37.0,1.0,1.0,1.0,2.0,8.0,26.0,0.0,0.0,10.0,14.0,0.0,16.0,0.0,10.0,17.0,13.0,24.0,2.0,3.0,10.0,10.0,14.0,25.0,1.0,2.0,10.0,10.0,18.0,40.0,4.0,5.0,724.0,0.0,1.0,15.0,25.0,37.0,0.0,1.0,16.0,0.0,2.0,15.0,1.0,0.1000000000000014,Decision - Split,,250.0,,0.2857142857142857,,
860be3cc82895177,"October 23, 2021",Light Heavyweight,0,Paulo Costa,Marvin Vettori,34.7,73.0,72.0,185.0,1.88,32.2,72.0,74.0,185.0,8.28,0.0,0.0,0.0,35.0,53.0,82.0,174.0,67.0,72.0,14.0,14.0,154.0,249.0,5.0,5.0,4.0,6.0,0.0,9.0,0.0,39.0,68.0,154.0,307.0,33.0,36.0,3.0,3.0,168.0,316.0,21.0,29.0,1.0,1.0,163.0,260.0,1.0,1.0,47.0,0.0,0.0,25.0,190.0,346.0,1.0,5.0,207.0,0.0,0.0,25.0,-2.0,2.5,Decision - Unanimous,-150.0,130.0,0.6,0.4347826086956521,0.1652173913043478,0.6
9fe62ea683decc55,"October 23, 2021",Lightweight,0,Grant Dawson,Ricky Glenn,31.8,70.0,72.0,155.0,33.733333333333334,36.7,72.0,70.0,170.0,18.0,0.0,254.0,0.0,16.0,19.0,12.0,17.0,11.0,13.0,1.0,1.0,3.0,7.0,2.0,2.0,19.0,22.0,0.0,0.0,0.0,4.0,6.0,19.0,26.0,7.0,12.0,2.0,3.0,8.0,19.0,1.0,1.0,19.0,21.0,24.0,31.0,3.0,11.0,506.0,0.0,0.0,15.0,28.0,41.0,0.0,0.0,270.0,0.0,1.0,15.0,2.0,-4.900000000000002,Decision - Majority,-400.0,,0.8,,,
69167b996ce7a7e4,"October 23, 2021",Women's Bantamweight,1,Jessica-Rose Clark,Joselyne Edwards,38.1,65.0,64.0,135.0,46.66666666666666,30.2,68.0,70.0,135.0,6.533333333333333,0.0,213.0,0.0,3.0,6.0,9.0,17.0,5.0,5.0,4.0,5.0,10.0,19.0,4.0,4.0,4.0,4.0,0.0,50.0,0.0,9.0,19.0,19.0,33.0,7.0,9.0,4.0,6.0,23.0,41.0,3.0,3.0,4.0,4.0,18.0,27.0,5.0,11.0,700.0,0.0,0.0,15.0,30.0,48.0,0.0,0.0,98.0,0.0,0.0,15.0,-6.0,7.900000000000002,Decision - Unanimous,-150.0,130.0,0.6,0.4347826086956521,0.1652173913043478,0.6
98842f17dfe4b4ef,"October 23, 2021",Featherweight,1,Alex Caceres,SeungWoo Choi,37.5,70.0,73.0,145.0,5.753424657534246,33.1,72.0,74.0,145.0,1.761252446183953,0.0,0.0,0.0,29.0,39.0,22.0,33.0,13.0,17.0,11.0,14.0,37.0,54.0,9.0,10.0,0.0,0.0,0.0,15.0,0.0,19.0,65.0,18.0,78.0,11.0,16.0,4.0,4.0,26.0,85.0,3.0,3.0,4.0,10.0,46.0,64.0,0.0,0.0,49.0,0.0,1.0,8.516666666666667,33.0,98.0,0.0,0.0,15.0,1.0,0.0,8.516666666666667,-1.0,4.399999999999999,Submission,155.0,,0.392156862745098,,,
587d373f18f6c8c0,"October 23, 2021",Welterweight,1,Francisco Trinaldo,Dwight Grant,47.3,69.0,70.0,170.0,19.0,41.3,73.0,76.0,185.0,0.7333333333333333,0.0,0.0,0.0,11.0,20.0,20.0,50.0,11.0,14.0,5.0,6.0,26.0,57.0,4.0,5.0,6.0,8.0,0.0,0.0,0.0,14.0,51.0,20.0,114.0,7.0,14.0,4.0,5.0,28.0,128.0,1.0,1.0,2.0,4.0,36.0,70.0,1.0,3.0,285.0,0.0,0.0,15.0,31.0,133.0,1.0,1.0,11.0,0.0,0.0,15.0,-6.0,6.0,Decision - Split,-160.0,140.0,0.6153846153846154,0.4166666666666667,0.1987179487179487,0.6153846153846154
e078d18fa9ed100d,"October 23, 2021",Light Heavyweight,1,Nicolae Negumereanu,Ike Villanueva,31.3,72.0,78.0,205.0,15.384615384615383,41.7,73.0,73.0,205.0,0.0,0.0,20.0,0.0,11.0,21.0,8.0,18.0,0.0,0.0,3.0,3.0,7.0,14.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,7.0,21.0,5.0,19.0,2.0,2.0,0.0,0.0,7.0,20.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,1.0,20.0,0.0,0.0,1.3,7.0,21.0,0.0,1.0,0.0,0.0,0.0,1.3,5.0,-10.400000000000002,KO/TKO,-300.0,250.0,0.75,0.2857142857142857,0.4642857142857143,0.75
88256dd5a9aef1cc,"October 23, 2021",Middleweight,0,JunYong Park,Gregory Rodrigues,34.8,70.0,73.0,185.0,3.5294117647058822,33.8,75.0,75.0,185.0,24.34077079107505,0.0,0.0,0.0,18.0,32.0,50.0,103.0,0.0,0.0,6.0,6.0,54.0,106.0,2.0,3.0,0.0,0.0,1.0,145.0,0.0,33.0,42.0,53.0,73.0,15.0,16.0,0.0,1.0,57.0,77.0,3.0,3.0,8.0,10.0,56.0,109.0,0.0,0.0,29.0,0.0,0.0,8.216666666666667,68.0,90.0,2.0,4.0,200.0,0.0,0.0,8.216666666666667,-2.0,1.0,KO/TKO,,145.0,,0.4081632653061224,,
d44d735e5079bfb8,"October 23, 2021",Lightweight,1,Mason Jones,David Onama,30.6,70.0,74.0,155.0,36.06666666666667,31.5,71.0,74.0,145.0,0.7333333333333333,0.0,154.0,0.0,30.0,66.0,65.0,133.0,20.0,22.0,2.0,2.0,69.0,130.0,10.0,18.0,8.0,9.0,0.0,9.0,0.0,30.0,60.0,80.0,142.0,8.0,9.0,2.0,2.0,70.0,128.0,19.0,23.0,1.0,2.0,87.0,157.0,8.0,14.0,541.0,0.0,0.0,15.0,90.0,153.0,0.0,1.0,11.0,0.0,0.0,15.0,0.0,-0.8999999999999986,Decision - Unanimous,-700.0,450.0,0.875,0.1818181818181818,0.6931818181818181,0.875
1fe58cdab57d233b,"October 23, 2021",Women's Strawweight,1,Tabatha Ricci,Maria Oliveira,30.8,61.0,61.0,115.0,26.53333333333333,29.0,66.0,69.0,115.0,0.0666666666666666,0.0,82.0,0.0,21.0,52.0,42.0,109.0,12.0,16.0,8.0,10.0,29.0,98.0,5.0,5.0,28.0,32.0,0.0,0.0,0.0,28.0,81.0,34.0,128.0,18.0,33.0,14.0,17.0,61.0,172.0,4.0,4.0,1.0,2.0,62.0,135.0,5.0,11.0,398.0,0.0,0.0,15.0,66.0,178.0,0.0,0.0,1.0,0.0,0.0,15.0,-8.0,1.8000000000000007,Decision - Unanimous,,155.0,,0.392156862745098,,
85f920746c58d0a6,"October 23, 2021",Middleweight,1,Jamie Pickett,Laureano Staropoli,37.3,74.0,80.0,185.0,10.466666666666669,32.8,73.0,71.0,185.0,21.73333333333333,0.0,33.0,0.0,10.0,18.0,23.0,64.0,23.0,30.0,1.0,2.0,26.0,72.0,21.0,23.0,0.0,1.0,0.0,180.0,0.0,4.0,7.0,14.0,48.0,8.0,11.0,3.0,3.0,19.0,54.0,6.0,8.0,0.0,0.0,47.0,96.0,2.0,2.0,157.0,0.0,0.0,15.0,25.0,62.0,1.0,9.0,326.0,0.0,0.0,15.0,9.0,4.5,Decision - Unanimous,200.0,-240.0,0.3333333333333333,0.7058823529411765,-0.3725490196078432,0.3333333333333333
6d7eecf4acecda2a,"October 23, 2021",Lightweight,0,Khama Worthy,Jai Herbert,39.2,71.0,74.0,155.0,0.0,37.6,73.0,77.0,155.0,1.796407185628743,0.0,0.0,0.0,11.0,21.0,5.0,13.0,1.0,1.0,5.0,7.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,46.0,21.0,40.0,1.0,1.0,2.0,5.0,19.0,39.0,2.0,2.0,3.0,5.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,2.783333333333333,24.0,46.0,0.0,0.0,5.0,1.0,0.0,2.783333333333333,-3.0,1.6000000000000014,KO/TKO,-115.0,-105.0,0.5348837209302325,0.5121951219512195,0.0226885989790129,0.5348837209302325
